# Stellarator magnetic surface s = 0.6
# X[m] Y[m] Z[m]
1.12 0.0 0.0
1.0984795140516181 0.21850116065806366 0.0
1.0347450764126414 0.42860544424890057 0.0
0.9312459657788508 0.6222386609819545 0.0
0.7919595949289333 0.7919595949289332 0.0
0.6222386609819546 0.9312459657788508 0.0
0.4286054442489007 1.0347450764126414 0.0
0.21850116065806374 1.0984795140516181 0.0
6.858022075225179e-17 1.12 0.0
-0.2185011606580636 1.0984795140516181 0.0
-0.4286054442489005 1.0347450764126414 0.0
-0.6222386609819542 0.9312459657788509 0.0
-0.7919595949289332 0.7919595949289333 0.0
-0.9312459657788509 0.6222386609819545 0.0
-1.0347450764126414 0.42860544424890074 0.0
-1.0984795140516181 0.21850116065806408 0.0
-1.12 1.3716044150450358e-16 0.0
-1.0984795140516181 -0.21850116065806377 0.0
-1.0347450764126414 -0.42860544424890046 0.0
-0.931245965778851 -0.6222386609819542 0.0
-0.7919595949289335 -0.7919595949289332 0.0
-0.6222386609819545 -0.9312459657788508 0.0
-0.42860544424890124 -1.034745076412641 0.0
-0.21850116065806413 -1.0984795140516181 0.0
-2.0574066225675535e-16 -1.12 0.0
0.21850116065806371 -1.0984795140516181 0.0
0.42860544424890085 -1.0347450764126411 0.0
0.6222386609819541 -0.931245965778851 0.0
0.7919595949289331 -0.7919595949289335 0.0
0.9312459657788508 -0.6222386609819545 0.0
1.034745076412641 -0.4286054442489013 0.0
1.0984795140516181 -0.2185011606580642 0.0
1.1176942336483877 0.0 0.02341083864193539
1.0962180523539078 0.21805132795803364 0.02341083864193539
1.0326148260736334 0.4277230656672336 0.02341083864193539
0.9293287911244154 0.6209576458327004 0.02341083864193539
0.7903291719058765 0.7903291719058764 0.02341083864193539
0.6209576458327005 0.9293287911244154 0.02341083864193539
0.42772306566723367 1.0326148260736334 0.02341083864193539
0.21805132795803372 1.0962180523539078 0.02341083864193539
6.84390332831476e-17 1.1176942336483877 0.02341083864193539
-0.2180513279580336 1.0962180523539078 0.02341083864193539
-0.42772306566723356 1.0326148260736334 0.02341083864193539
-0.6209576458327002 0.9293287911244155 0.02341083864193539
-0.7903291719058764 0.7903291719058765 0.02341083864193539
-0.9293287911244155 0.6209576458327004 0.02341083864193539
-1.0326148260736334 0.4277230656672338 0.02341083864193539
-1.0962180523539078 0.21805132795803406 0.02341083864193539
-1.1176942336483877 1.368780665662952e-16 0.02341083864193539
-1.0962180523539078 -0.21805132795803378 0.02341083864193539
-1.0326148260736334 -0.4277230656672335 0.02341083864193539
-0.9293287911244156 -0.6209576458327002 0.02341083864193539
-0.7903291719058766 -0.7903291719058764 0.02341083864193539
-0.6209576458327004 -0.9293287911244154 0.02341083864193539
-0.4277230656672343 -1.032614826073633 0.02341083864193539
-0.2180513279580341 -1.0962180523539076 0.02341083864193539
-2.0531709984944277e-16 -1.1176942336483877 0.02341083864193539
0.2180513279580337 -1.0962180523539078 0.02341083864193539
0.4277230656672339 -1.0326148260736332 0.02341083864193539
