# QI Stellarator field line 3
# X[m] Y[m] Z[m]
7.04171909509728e-17 1.15 0.0
-0.014662605685027762 1.1530684872831785 9.67994369889539e-19
-0.02938821814673297 1.1558154149984 -0.00020692377520153908
-0.044170825352718254 1.158214321055569 -0.0006324171896849875
-0.05900188540417374 1.1602410220234527 -0.0012858999298339222
-0.07387047862824034 1.1618745835149433 -0.0021741250978665745
-0.08876365237100547 1.1630982681808457 -0.003300843786886853
-0.10366695104821286 1.1639003730402944 -0.00466662156949645
-0.11856509507910697 1.1642748644204748 -0.006268843338980654
-0.13344274500388187 1.16422173143512 -0.008101923379947558
-0.1482852686835591 1.1637470074758274 -0.010157711892419853
-0.16307942571277007 1.1628624484851753 -0.012426062787885656
-0.17781389571617437 1.1615848980570553 -0.014895506446554126
-0.19247960283606355 1.159935403284232 -0.017553959850993662
-0.2070698206200727 1.1579381650665692 -0.02038940667111311
-0.22158007193030277 1.1556194103168125 -0.023390489829279455
-0.2360078614307037 1.1530062637263536 -0.026546975034405233
-0.25035229090751954 1.1501256788102798 -0.029850061451693614
-0.2646136105174986 1.1470034676179093 -0.03329253166751281
-0.27879275443454804 1.1436634502557927 -0.03686874554783612
-0.2928909003219728 1.140126731686385 -0.0405744910617292
-0.30690908127541255 1.136411104724018 -0.04440671019774336
-0.3208478682122898 1.1325305740671263 -0.048363120679669865
-0.33470713113135137 1.1284949953030727 -0.05244175518613547
-0.3484858796117175 1.1243098237497995 -0.05664043983024117
-0.36218217640281297 1.1199759696526708 -0.06095623309432626
-0.37579311289803735 1.11548975791441 -0.06538484535541032
-0.3893148316314264 1.1108429918814589 -0.06992005761173709
-0.40274257870524566 1.1060231217670475 -0.07455315612378245
-0.41607076832628603 1.1010135193276946 -0.07927239768021208
-0.42929304250196365 1.0957938617973837 -0.08406251858633566
-0.44240231151378545 1.090340630128687 -0.08890429996469673
-0.4553907651058562 1.0846277293396676 -0.09377420340558601
-0.4682498504338918 1.078627241798065 -0.0986440952360049
-0.48097022072045764 1.0723103264963545 -0.10348108524314975
-0.4935416681756746 1.0656482768618611 -0.10824751651938025
-0.5059530657407256 1.058613743644143 -0.11290115600957787
-0.5181923536966972 1.0511821146261977 -0.11739564748391583
-0.5302466172402013 1.0433330163407302 -0.12168129501988638
-0.5421023064307565 1.035051863653776 -0.12570623852417662
-0.5537456457633311 1.0263313344328298 -0.12941805533424106
-0.5651632620076741 1.017172598774086 -0.1327657677199347
-0.5763430230770336 1.007586102966898 -0.13570215655306622
