# Stellarator field line 3
# X[m] Y[m] Z[m]
1.35 0.0 0.0
1.3498641640926479 0.019150417709737667 0.005765145229673831
1.3498360903965683 0.03831947869161167 0.011460475097277835
1.3499149985612335 0.05750782368407627 0.017080817698446136
1.3501003999100212 0.07671596195817265 0.022621301525521116
1.3503920463431656 0.09594439363020821 0.028076910993092192
1.3507898947738597 0.11519371348440018 0.03344207440694687
1.3512940875253525 0.13446469359383878 0.038710289380416936
1.3519049479871452 0.1537583429144643 0.04387378765228079
1.3526229899850195 0.17307594252626898 0.04892323871202458
1.353448938698569 0.19241905536253398 0.053847489729328527
1.3543837604878661 0.21178950916416395 0.05863333808800742
1.3554286985953066 0.23118935108389926 0.06326533236756644
1.3565853113032504 0.25062077190401827 0.06772559790086775
1.3578555086951938 0.27008599728425225 0.07199368406096059
1.3592415836409064 0.2895871429020064 0.07604643219734496
1.3607462319708317 0.30912602989308385 0.07985786566616675
1.3623725560087099 0.3287039568055089 0.08339910669840524
1.364124044712043 0.34832142456774867 0.08663832892511543
1.3660045226952022 0.36797781205586144 0.08954075916844734
1.3680180595209799 0.3876710021201791 0.09206874742128021
1.3701688300866348 0.4073969618649099 0.09418192936024783
1.3724609170709636 0.42714928702211785 0.09583751050450566
1.3748980477554598 0.4469187287323328 0.09699070402218449
1.3774832606899907 0.46669273185087673 0.09759535345742036
1.3802185032334524 0.4864550262263111 0.0976047651476666
1.3831041693226918 0.5061853243435814 0.09697276064202677
1.3861385977112834 0.5258591870934496 0.09565493559227049
1.3893175632534993 0.5454481199517378 0.09361007885855709
1.3926338053118776 0.5649199501324719 0.09080166758376142
1.3960766447614703 0.5842395085751119 0.08719931815248311
1.3996317408354728 0.6033696000350226 0.08278004961305864
1.4032810287997535 0.6222721965394863 0.07752921573448979
1.407002859321701 0.6409097453977805 0.07144099053139237
1.4107723338957316 0.6592464557791713 0.064518347668025
1.414561803931591 0.6772494270525921 0.05677254514908691
1.4183414807802421 0.6948895091032183 0.04822219558542169
1.4220800947352754 0.7121418321380947 0.03889205205750616
1.425745543903368 0.7289859975839548 0.028811660075192674
1.4293054861744066 0.7454059687524132 0.01801401707870017
1.432727844665453 0.7613897307786818 0.006534350303667023
1.4359812142304125 0.7769288013170533 -0.0055909166852692975
1.4390351705860636 0.7920176695420468 -0.018324978169705495
1.4418604928502696 0.8066532269535216 -0.03163124238238508
1.4444293149248106 0.8208342353041139 -0.04547373201563608
1.4467152221830881 0.8345608592002844 -0.059817322757943506
1.4486933086107674 0.8478342761797102 -0.07462785675710834
1.4503402070298863 0.860656366277794 -0.0898721659919332
1.4516341021430201 0.8730294761101383 -0.10551803580045921
1.4525547333746247 0.8849562486180333 -0.12153413300731224
1.4530833921188002 0.896439508002632 -0.13788991732041697
