# Quasi-Isodynamic Stellarator surface s = 0.8
# X[m] Y[m] Z[m] |B|[T] Helical_Winding
1.2100000000000002 0.0 0.0 0.9424895527915783 0.0
1.2039275335524022 0.11857651231990556 0.011784918420649942 0.9581300834872667 0.47139673682599764
1.1747415984887253 0.233670632414756 0.020786740307563632 0.9520970671288222 0.8314696123025452
1.1261686060855736 0.3416195118387622 0.024879618166804923 0.8970758513779725 0.9951847266721968
1.0642652288705483 0.4408330917602871 0.02309698831278217 0.8582512541601032 0.9238795325112867
0.9956557679520484 0.5321890955440072 0.01585983210409114 0.8581541845577838 0.6343932841636455
0.9256766325214354 0.6185173514718961 0.004877258050403215 0.8677633154221702 0.1950903220161286
0.8570131646828779 0.7033325277161878 -0.007257116931361553 0.8727081487511648 -0.2902846772544621
0.7892438661763953 0.7892438661763952 -0.017677669529663688 0.8718127361391029 -0.7071067811865475
0.7194035588745309 0.8765957728091531 -0.02392350839330522 0.8785386096007595 -0.9569403357322088
0.6433420478045473 0.9628294161093018 -0.024519632010080762 0.9137986244889414 -0.9807852804032304
0.55740002565614 1.042822100730667 -0.019325261334068436 0.953998675306895 -0.7730104533627374
0.4598330917602872 1.110135286555637 -0.009567085809127261 0.9525204894142744 -0.3826834323650904
0.35151600396205845 1.1587929684343192 0.002450428508239023 0.9434144567756502 0.09801714032956091
0.23571599376719377 1.185024324391503 0.013889255825490048 0.9612363491475856 0.5555702330196018
0.11704745159143613 1.1884027194432487 0.02204803160870887 0.9435880580027427 0.8819212643483548
7.17643024300349e-17 1.172 0.025 0.8859029523818052 1.0
-0.11242695558099888 1.1414900361740141 0.02204803160870888 0.855958818923777 0.8819212643483552
-0.2194948263261207 1.1034750087066112 0.013889255825490058 0.8600689090519954 0.5555702330196023
-0.32262731624299734 1.063559727788593 0.002450428508239016 0.8692953207268707 0.09801714032956063
-0.42447775270095967 1.0247799474963097 -0.009567085809127247 0.8728410676723412 -0.38268343236508984
-0.5274949332542328 0.9868736080042965 -0.01932526133406843 0.8717713974935545 -0.7730104533627371
-0.6325034102383099 0.946608248668229 -0.024519632010080755 0.883056481671447 -0.9807852804032301
-0.7378190238491149 0.8990350818060261 -0.02392350839330523 0.9233432402572171 -0.9569403357322093
-0.839243866176395 0.8392438661763951 -0.017677669529663712 0.957443760821502 -0.7071067811865485
-0.9309856529594225 0.7640401799495696 -0.007257116931361548 0.9488504041640986 -0.2902846772544619
-1.0072259482063273 0.673006862149478 0.004877258050403222 0.9459480656174654 0.19509032201612886
-1.0638292035904642 0.5686285560687653 0.01585983210409112 0.962609828998476 0.6343932841636447
-1.0996205679298756 0.45547775270095986 0.02309698831278216 0.9331492066316052 0.9238795325112864
-1.1167889505681252 0.33877422444416505 0.024879618166804923 0.8761737476977066 0.9951847266721968
-1.1202520878111435 0.22283199484851945 0.020786740307563643 0.8551250116695559 0.8314696123025457
-1.1161600763117108 0.10993217228718019 0.011784918420649958 0.8620958149039598 0.47139673682599825
-1.11 1.3593579470535623e-16 1.5308084989341915e-17 0.8705779238067839 6.123233995736766e-16
-1.1049010323270947 -0.10882325324467504 -0.01178491842064997 0.872732726696188 -0.47139673682599875
-1.1006802520467693 -0.2189389146626617 -0.020786740307563625 0.8721866586010324 -0.831469612302545
-1.0939329728131513 -0.33184093939159015 -0.02487961816680492 0.8889642051122297 -0.9951847266721967
-1.0791352865556372 -0.4469924713267211 -0.023096988312782174 0.932688280460526 -0.9238795325112868
-1.0504015653361354 -0.5614513338923073 -0.015859832104091177 0.9587629846719848 -0.634393284163647
-1.0033328680204698 -0.6704055891335807 -0.004877258050403208 0.9455495843784714 -0.19509032201612833
-0.936371087118672 -0.7684598915434695 0.007257116931361518 0.9496933034192743 0.2902846772544607
-0.8512438661763952 -0.851243866176395 0.01767766952966369 0.9617041332496069 0.7071067811865476
-0.7523888603851272 -0.9167884789923962 0.02392350839330521 0.9214209727605853 0.9569403357322084
-0.6455808928009299 -0.9661800844326032 0.024519632010080762 0.8682492491388625 0.9807852804032304
-0.536240403780175 -1.0032352325575162 0.01932526133406845 0.8554224872742195 0.7730104533627379
-0.4279924713267218 -1.033265228870548 0.009567085809127317 0.8641085599307208 0.3826834323650926
-0.3219444472682943 -1.0613086104644056 -0.0024504285082389853 0.8715832725997233 -0.09801714032955941
-0.21689355331022436 -1.0903975261439915 -0.013889255825489997 0.8724513451480045 -0.5555702330195998
-0.11035231397314453 -1.1204258464362482 -0.02204803160870891 0.8732952613636809 -0.8819212643483563
-2.108841788131742e-16 -1.148 -0.025 0.8962101015892985 -1.0
0.11497280998358116 -1.1673385297054826 -0.022048031608708885 0.9412574701693819 -0.8819212643483554
