# Quasi-Isodynamic Stellarator surface s = 0.2
# X[m] Y[m] Z[m] |B|[T] Helical_Winding
1.09 0.0 0.0 0.9578109997651663 0.0
1.0802832248575076 0.10639861083941896 0.011784918420649942 0.9618389677916127 0.47139673682599764
1.0497079264286975 0.20879988870312405 0.020786740307563632 0.9651043189426012 0.8314696123025452
1.002764774139593 0.30418536867351126 0.024879618166804923 0.9657073147743765 0.9951847266721968
0.9457177044538544 0.39172909936113687 0.02309698831278217 0.9726747410769946 0.9238795325112867
0.8847898518848724 0.4729300288087158 0.01585983210409114 0.9835623000219403 0.6343932841636455
0.8244403739754333 0.5508734461285824 0.004877258050403215 1.000427774405616 0.1950903220161286
0.7662714480890681 0.6288627254642629 -0.007257116931361553 0.9991843575727912 -0.2902846772544621
0.7088910524340095 0.7088910524340094 -0.017677669529663688 0.9867211463701093 -0.7071067811865475
0.6487400534758978 0.7904920423505137 -0.02392350839330522 0.9770819453859048 -0.9569403357322088
0.5815776758031773 0.8703925010446366 -0.024519632010080762 0.9698948047415223 -0.9807852804032304
0.5041119686842485 0.943127158216322 -0.019325261334068436 0.9669427486342799 -0.7730104533627374
0.41522909936113694 1.0024517231696222 -0.009567085809127261 0.961322259841798 -0.3826834323650904
0.3164257668260092 1.0431159591498838 0.002450428508239023 0.9579525047370069 0.09801714032956091
0.21132967774429706 1.062426034782133 0.013889255825490048 0.9629771073785932 0.5555702330196018
0.10450740414894352 1.0610814810909228 0.02204803160870887 0.965084464539728 0.8819212643483548
6.386533057553447e-17 1.043 0.025 0.9665017785153075 1.0
-0.09988690813850629 1.0141687978216882 0.02204803160870888 0.9747207650034976 0.8819212643483552
-0.195108510303224 0.9808767190972413 0.013889255825490058 0.9860677158917902 0.5555702330196023
-0.2875370791069481 0.9478827185041577 0.002450428508239016 1.0044624529247204 0.09801714032956063
-0.37987376030180947 0.9170963841102947 -0.009567085809127247 0.9962900565515409 -0.38268343236508984
-0.4742068762823413 0.8871786654899514 -0.01932526133406843 0.9847423559040217 -0.7730104533627371
-0.5707390382369399 0.8541713336035638 -0.024519632010080755 0.9752803043088908 -0.9807852804032301
-0.6671555184504819 0.8129313513473867 -0.02392350839330523 0.9691191877806457 -0.9569403357322093
-0.7588910524340092 0.7588910524340094 -0.017677669529663712 0.9661901063292491 -0.7071067811865485
-0.8402439363656126 0.6895703776976447 -0.007257116931361548 0.9600027653861859 -0.2902846772544619
-0.9059896896603252 0.6053629568061644 0.004877258050403222 0.9585337214389699 0.19509032201612886
-0.9529632875232883 0.5093694893334739 0.01585983210409112 0.9639154737430309 0.6343932841636447
-0.9810730435131817 0.4063737603018096 0.02309698831278216 0.9650200968224786 0.9238795325112864
-0.9933851186221448 0.3013400812789141 0.024879618166804923 0.9676289138610578 0.9951847266721968
-0.9952184157511156 0.19796125113688745 0.020786740307563643 0.9768517346143274 0.8314696123025457
-0.992515767616816 0.09775427080669356 0.011784918420649958 0.9889418954160083 0.47139673682599825
-0.99 1.2124003311558797e-16 1.5308084989341915e-17 1.0080591708555575 6.123233995736766e-16
-0.989701006620662 -0.09747704104606708 -0.01178491842064997 0.9935683244406339 -0.47139673682599875
-0.9903254568100219 -0.19698798109042281 -0.020786740307563625 0.9828078282744628 -0.831469612302545
-0.9876711241834014 -0.2996067600157702 -0.02487961816680492 0.9736159129481937 -0.9951847266721967
-0.9759517231696222 -0.4042524399582498 -0.023096988312782174 0.9685203921226753 -0.9238795325112868
-0.9496063779597063 -0.5075751837893593 -0.015859832104091177 0.9652247264516947 -0.634393284163647
-0.905016419613861 -0.6047126385521899 -0.004877258050403208 0.9588985739169215 -0.19509032201612833
-0.8415902949054251 -0.6906753055961196 0.007257116931361518 0.9594667340911732 0.2902846772544607
-0.7618910524340097 -0.7618910524340093 0.01767766952966369 0.964583180621839 0.7071067811865476
-0.6707979775844853 -0.8173697006439788 0.02392350839330521 0.9650330717171876 0.9569403357322084
-0.5740084088775953 -0.8590642925446573 0.024519632010080762 0.9690668654213951 0.9807852804032304
-0.4763932439138271 -0.8912690716282563 0.01932526133406845 0.9790310021969889 0.7730104533627379
-0.3807524399582505 -0.9192177044538543 0.009567085809127317 0.9923431619489047 0.3826834323650926
-0.2873663618632726 -0.9473199391731109 -0.0024504285082389853 1.00515721358874 -0.09801714032955941
-0.19445819204925022 -0.9776073484565861 -0.013889255825489997 0.9910735385619474 -0.5555702330195998
-0.09936824773654258 -1.008902750387247 -0.02204803160870891 0.980882626782251 -0.8819212643483563
-1.9049380960737073e-16 -1.0369999999999997 -0.025 0.972141833128872 -1.0
0.10398874374697925 -1.0558154336564813 -0.022048031608708885 0.9680210692855749 -0.8819212643483554
