# Quasi-Isodynamic Stellarator surface s = 0.6
# X[m] Y[m] Z[m] |B|[T] Helical_Winding
1.1700000000000002 0.0 0.0 0.9427132238919377 0.0
1.1627127639874375 0.11451721182641002 0.011784918420649942 0.9521807642837754 0.47139673682599764
1.1330637078020491 0.22538038451087866 0.020786740307563632 0.9468272986650323 0.8314696123025452
1.0850339954369133 0.3291414641170119 0.024879618166804923 0.9122149064974433 0.9951847266721968
1.024749387398317 0.4244650942939037 0.02309698831278217 0.8922055002457505 0.9238795325112867
0.958700462596323 0.51243607329891 0.01585983210409114 0.8979239888112959 0.6343932841636455
0.8919312130061012 0.5959693830241247 0.004877258050403215 0.9096406594854574 0.1950903220161286
0.8267659258182746 0.6785092602988794 -0.007257116931361553 0.9133273165265424 -0.2902846772544621
0.7624595949289334 0.7624595949289332 -0.017677669529663688 0.9082795932818694 -0.7071067811865475
0.6958490570749865 0.84789452932294 -0.02392350839330522 0.9075519425564837 -0.9569403357322088
0.6227539238040906 0.9320171110877468 -0.024519632010080762 0.9259419511976889 -0.9807852804032304
0.5396373399988428 1.0095904532258855 -0.019325261334068436 0.9506658220118109 -0.7730104533627374
0.4449650942939038 1.0742407654269654 -0.009567085809127261 0.9495986930576964 -0.3826834323650904
0.33981925825004206 1.1202339653395075 0.002450428508239023 0.9432151754327811 0.09801714032956091
0.2275872217595615 1.1441582278550462 0.013889255825490048 0.9539495719552944 0.5555702330196018
0.11286743577727193 1.14596230665914 0.02204803160870887 0.9411462435237998 0.8819212643483548
6.913131181186809e-17 1.129 0.025 0.905796080512696 1.0
-0.10824693976683468 1.0990496233899054 0.02204803160870888 0.8918690379357817 0.8819212643483552
-0.21136605431848843 1.0626089121701545 0.013889255825490058 0.9003610228255557 0.5555702330196023
-0.31093057053098094 1.0250007246937813 0.002450428508239016 0.9113056119162637 0.09801714032956063
-0.40960975523457627 0.988885426367638 -0.009567085809127247 0.912721540825626 -0.38268343236508984
-0.5097322475969357 0.9536419604995148 -0.01932526133406843 0.9072455691010078 -0.7730104533627371
-0.6119152862378532 0.9157959436466738 -0.024519632010080755 0.9094569456245692 -0.9807852804032301
-0.7142645220495706 0.8703338383198129 -0.02392350839330523 0.9315857549316062 -0.9569403357322093
-0.812459594928933 0.8124595949289332 -0.017677669529663712 0.9528982671408622 -0.7071067811865485
-0.9007384140948191 0.7392169125322612 -0.007257116931361548 0.9471323100323613 -0.2902846772544619
-0.9734805286909932 0.6504588937017067 0.004877258050403222 0.9447533622627595 0.19509032201612886
-1.026873898234739 0.5488755338236682 0.01585983210409112 0.9545486523576213 0.6343932841636447
-1.0601047264576442 0.43910975523457646 0.02309698831278216 0.9343702937330253 0.9238795325112864
-1.0756543399194651 0.32629617672241473 0.024879618166804923 0.9004648452000228 0.9951847266721968
-1.0785741971244673 0.2145417469446421 0.020786740307563643 0.8924734191157107 0.8314696123025457
-1.074945306746746 0.10587287179368465 0.011784918420649958 0.9028668743769476 0.47139673682599825
-1.07 1.310372075087668e-16 1.5308084989341915e-17 0.9125341748189292 6.123233995736766e-16
-1.0665010237582837 -0.1050411825118057 -0.01178491842064997 0.9118058204858316 -0.47139673682599875
-1.063895320301187 -0.21162193680524874 -0.020786740307563625 0.9065055630645428 -0.831469612302545
-1.0585123566032346 -0.32109621293298346 -0.02487961816680492 0.9122945640459978 -0.9951847266721967
-1.0447407654269656 -0.43274579420389725 -0.023096988312782174 0.937257713253707 -0.9238795325112868
