# Quasi-isodynamic stellarator surface s = 0.6
# X[m] Y[m] Z[m] |B|[T]
1.1275000000000002 0.0 0.0 0.9396090536189066
1.1220338814647586 0.11051069159975015 0.0 1.0001982809841174
1.1040341150347648 0.21960603948947072 0.0 0.9929389516366167
1.0741908485155056 0.3258522314585357 0.0 0.9155817679432445
1.0336298220862594 0.428143490781418 0.0 0.8250292022007711
0.9836458812663512 0.5257696773689949 0.0 0.7894395773280294
0.9254217481164231 0.6183470431573281 0.0 0.8306371735008821
0.8598198635835809 0.7056359259762368 0.0 0.9071026545582066
0.7873095949289332 0.787309594928933 0.0 0.9518633482855209
0.7080465806499884 0.8627572548025222 0.0 0.9318612506755927
0.6220707476072258 0.9309946656546031 0.0 0.8758533733904937
0.5295513168858149 0.9907208311831438 0.0 0.8461411497930983
0.4309934907814181 1.0405103307390229 0.0 0.8801851318097323
0.3273367052770301 1.0790845028678175 0.0 0.9548603310763326
0.21991284369233646 1.1055765239201814 0.0 1.0052479820685847
0.11028133249047989 1.1197051593483853 0.0 0.9819223194857081
6.869043896417504e-17 1.1218 0.0 0.8960928831232963
-0.1095882580889142 1.1126682568580004 0.0 0.8118690157937756
-0.2174796685761754 1.0933441265674477 0.0 0.7920476769898592
-0.3230034021191708 1.0647995167709585 0.0 0.8452715090797468
-0.42569018992251884 1.0277070298801236 0.0 0.9204720620800234
-0.5250655530255287 0.9823285572741883 0.0 0.9529975525499649
-0.6204449519722899 0.9285614905384422 0.0 0.9216805212591568
-0.7108089003961758 0.8661231511520533 0.0 0.8658872221267865
-0.7948095949289332 0.7948095949289333 0.0 0.8476637629415764
-0.8709157368250624 0.714742073811244 0.0 0.8936510980605994
-0.9376541454691568 0.6265204697589652 0.0 0.9690846198990194
-0.9938718966121134 0.5312355964477088 0.0 1.0071289740098468
-1.0389331229451586 0.430340189922519 0.0 0.968213262108171
-1.0727839001878883 0.3254254383493462 0.0 0.8766732102456606
-1.0958606884331277 0.2179802438545356 0.0 0.8014815258075465
-1.1088687628786549 0.10921404059484156 0.0 0.7977940555361299
-1.1125 1.3624195640514304e-16 0.0 0.8608339094789331
-1.1071799062809626 -0.10904770273846559 0.0 0.9319754709948238
-1.0929249130684713 -0.21739628182665666 0.0 0.9513571604410029
-1.0693555035246423 -0.32438544559145965 0.0 0.9104381887314477
-1.0358603307390228 -0.42906739771638297 0.0 0.8575531434818666
-0.9918577508739641 -0.5301590131212398 0.0 0.8519784530028809
-0.9370701834412785 -0.6261302788065806 0.0 0.9084124985266786
-0.8717235519489501 -0.7154050305503289 0.0 0.9817149362354693
-0.7966095949289335 -0.7966095949289332 0.0 1.0056994161014132
-0.7129943758765781 -0.8687861607300083 0.0 0.9522370084075102
-0.6224065743566831 -0.9314972659030982 0.0 0.8579579269557992
-0.5263773736044203 -0.9847828009571713 0.0 0.794171613498716
-0.42621739771638373 -1.0289798220862592 0.0 0.8064048014549802
-0.3229009717729656 -1.0644618491723303 0.0 0.8767243818944861
-0.21708947762379138 -1.0913825041830547 0.0 0.9412209581671118
-0.10927706184773588 -1.1095086283973357 0.0 0.9470972422252023
-2.0541000762098554e-16 -1.1182 0.0 0.8986775280613444
0.10997013624930102 -1.1165455308877208 0.0 0.851274088087716
0.2195226527399519 -1.1036149015357883 0.0 0.8589915186556876
0.3272342749308243 -1.0787468352691894 0.0 0.9239261812784678
0.43152069857528247 -1.0417831229451584 0.0 0.9922347629873759
0.530863137464706 -0.993175074866127 0.0 1.0009366744704118
0.6240323699916184 -0.9339304410192596 0.0 0.9345020976315939
0.7102320561303901 -0.8654202643804776 0.0 0.8405562668128227
0.7891095949289331 -0.7891095949289334 0.0 0.7901325632712136
0.8606276787074679 -0.7062988827153224 0.0 0.8175057629450192
0.9248377860885446 -0.6179568522049436 0.0 0.8923409231354773
0.9816317355282016 -0.5246930940425265 0.0 0.9479130079944157
1.0305570298801234 -0.4268706985752829 0.0 0.9404795099092209
1.0707624518522594 -0.3248122387006497 0.0 0.8869621843950704
1.1010983396701084 -0.2190220774615926 0.0 0.8473894328440396
1.120345024867066 -0.11034435374337433 0.0 0.8684972516025949
1.1269221672006637 0.0 0.011762056839547272 0.9355960937545224
1.1214547649352242 0.11045365360004898 0.011845225767735139 0.999201465048837
1.1034603168502364 0.21949190393418805 0.011908753732151153 0.9967659717334091
1.0736296426690066 0.3256819915261792 0.011937638129361787 0.9220443169408911
1.033088576022563 0.42791929932125383 0.011925057693161654 0.8301975654620327
0.9831314289022529 0.5254946968514681 0.011873983387551669 0.7905371420693019
0.9249398917343947 0.6180250770163116 0.01179647679139326 0.8273100212653531
0.8593751377147081 0.70527094888792 0.011710841666444522 0.9022813920640711
0.7869053391841254 0.7869053391841253 0.011637301387268088 0.9498714797482994
0.7076852692336145 0.8623169955678355 0.011593223040233207 0.9341839999274738
0.6217544437782256 0.9305212835213681 0.01158901605631486 0.8796967188064418
0.5292820867770989 0.9902171370772445 0.011625673946197021 0.8471173585587719
0.4307736330672489 1.0399795472636832 0.011694539675301804 0.8770507715412723
0.32716872265431074 1.0785307383739329 0.011779350087184365 0.9511226777771573
0.21979917466739957 1.1050050711420847 0.011860076569434328 1.0052075606593764
0.1102239457244204 1.1191225017345896 0.011917654960136335 0.9865556755613619
6.865452617895144e-17 1.1212134997086736 0.01193848769214048 0.9026059149704496
-0.10953087132285472 1.1120855992442045 0.011917654960136335 0.8163795984402518
-0.2173659995512385 1.092772673789351 0.011860076569434328 0.7921923705824302
-0.3228354194964514 1.064245752277074 0.011779350087184365 0.8413096212865211
-0.4254703322083497 1.0271762464047842 0.011694539675301804 0.9159056564749292
-0.5247963229168128 0.981824863168289 0.011625673946197021 0.9518947424332465
-0.6201286481432896 0.9280881084052072 0.01158901605631486 0.9246428356048049
-0.710447588979802 0.8656828919173665 0.011593223040233207 0.8694759817561459
-0.7944053391841254 0.7944053391841255 0.011637301387268088 0.8477467431123031
-0.8704710109561896 0.7143770967229272 0.011710841666444522 0.8900116214138579
-0.9371722890871285 0.6261985036179488 0.01179647679139326 0.9658089283254945
-0.993357444248015 0.530960615930182 0.011873983387551669 1.0080851686625176
-1.038391876881462 0.4301159984623549 0.011925057693161654 0.9735309779909067
-1.0722226943413895 0.3252551984169897 0.011937638129361787 0.8830719614877551
-1.0952868902485993 0.2178661082992529 0.011908753732151157 0.8052382131064314
-1.1082896463491205 0.1091570025951404 0.011845225767735139 0.7969913082952076
-1.1119221672006636 1.3617119229632808e-16 0.011762056839547272 0.8563874229357972
-1.1066089220575575 -0.10899146570100761 0.011678887911359405 0.9278422293268295
-1.092365251444753 -0.2172849582081513 0.011615359946943389 0.9511690937236799
-1.0688108063451531 -0.32422021350849134 0.011586475549732758 0.9138909937378801
-1.0353338810096784 -0.4288493350985808 0.01159905598593289 0.8607042035330451
-0.9913529971721169 -0.5298892166466901 0.011650130291542875 0.8511576325035788
-0.9365911389960272 -0.6258101915416497 0.011727636887701284 0.904449569842779
-0.8712749362294573 -0.7150368611441087 0.011813272012650021 0.9790681083667413
-0.7961966716921357 -0.7961966716921354 0.011886812291826454 1.0076558770854778
-0.712622540798415 -0.8683330783763293 0.011930890638861338 0.9580964833427569
-0.622080824779736 -0.9310097472090533 0.011935097622779684 0.8640859361116132
-0.5261018267210599 -0.9842672889971251 0.011898439732897522 0.7970958106576945
-0.42599500135258656 -1.0284429097685577 0.011829574003792741 0.804687548096085
-0.32273348238036026 -1.063909710640227 0.011744763591910179 0.8719648840671026
-0.21697768747494026 -1.0908204971529047 0.011664037109660217 0.9376797650883902
-0.10922117357663623 -1.108941185258192 0.01160645871895821 0.9478103095480551
-2.0530545365021144e-16 -1.1176308346926538 0.011585625986954064 0.9024495918587987
0.10991424797820137 -1.115978087748577 0.01160645871895821 0.8538236585399976
0.21941086259110076 -1.1030528945056386 0.011664037109660217 0.857303695121697
0.32706678553821894 -1.0781946967370861 0.011744763591910179 0.9198368795447381
0.4312983022114853 -1.041246210627457 0.011829574003792741 0.9903577908561247
0.5305875905813455 -0.9926595629060808 0.011898439732897522 1.0038612917090675
0.6237066204146713 -0.9334429223252146 0.011935097622779684 0.9407460159013281
0.7098602210522271 -0.8649671820267987 0.011930890638861338 0.8462692163146911
0.7886966716921352 -0.7886966716921355 0.011886812291826454 0.7921638717924786
0.8601790629879751 -0.7059307133091023 0.011813272012650021 0.8149367728035843
0.9243587416432933 -0.6176367649400129 0.011727636887701284 0.8874544323307069
0.9811269818263545 -0.5244232975679768 0.011650130291542875 0.9450962999732331
1.030030580150779 -0.42665263595748076 0.01159905598593289 0.9420416037454862
1.0702177546727702 -0.32464700661768137 0.011586475549732758 0.8908669520744987
