# QI Stellarator field line 8
# X[m] Y[m] Z[m]
1.35 0.0 0.0
1.3499334259392644 0.013406921044025393 0.00672670488617993
1.3503471140973973 0.026806806390804253 0.013448981457719153
1.3512379226016786 0.040182098311596956 0.02016800939512249
1.352599691219775 0.053515956095906154 0.02688475431033967
1.3544234513425377 0.0667926731553321 0.03359979214766855
1.356697721562263 0.07999802961341389 0.04031316161936075
1.3594088679309093 0.09311956459746619 0.04702425271762851
1.3625415050672982 0.10614676001801983 0.053731735039777045
1.3660789139083287 0.11907113519520411 0.06043352544898598
1.3700034538020922 0.1318862583368072 0.06712679108927179
1.3742969502682876 0.1445876859301104 0.07380798135781216
1.3789410444005321 0.157172844262571 0.08047288122034633
1.383917494846493 0.1696408685509635 0.08711667811891821
1.3892084279763863 0.1819924148080242 0.09373403540645786
1.3947965358195882 0.194229458033421 0.10031916643812765
1.4006652243922315 0.20635508804817942 0.10686590486367913
1.4067987171099217 0.21837331172344165 0.11336776807034202
1.4131821191613743 0.23028886781909358 0.1198180119724941
1.4198014491682107 0.24210705836978122 0.12620967635607663
1.4266436443590877 0.2538335986571977 0.13253562074267883
1.4336965450229862 0.26547448632836435 0.1387885512580493
1.4409488633311966 0.2770358891431835 0.14496103931019158
1.4483901408503903 0.28852405011060495 0.1510455330478859
1.4560106982954222 0.2999452083362854 0.1570343626248035
1.4638015803450068 0.31130553368872715 0.16291974027482695
1.4717544976968626 0.3226110733345187 0.1686937561406638
1.4798617679844945 0.3338677082451414 0.1743483707127068
1.4881162567168749 0.3450811178972563 0.17987540464412424
1.4965113190291186 0.3562567515450611 0.18526652662183862
1.5050407427373613 0.36739980461562016 0.19051323989786892
1.5136986929634682 0.37851519895158164 0.1956068680251238
1.522479658424158 0.3896075657914737 0.20053854029788143
1.531378399354674 0.4006812305309948 0.2052991773703694
1.5403898969508198 0.4117401984474817 0.20987947751680675
1.5495093041580303 0.42278814069421145 0.21426990400226756
1.558731897606737 0.43382837998290824 0.21846067405476452
1.5680530304856815 0.444863875474233 0.22244174996378305
1.5774680861562522 0.4558972064901886 0.22620283287761772
1.5869724323398398 0.46693055475267903 0.22973335992939758
1.5965613757558668 0.47796568494256253 0.23302250538724648
1.606230117150634 0.4890039234671368 0.23605918659449224
1.6159737067368642 0.5000461354247695 0.23883207553713653
1.625787000161637 0.5110926998668209 0.241329616942625
1.635664615236843 0.5221434835821513 0.24354005386953603
1.6456008898016257 0.5331978137707561 0.245451461783665
1.6555898412397314 0.5442544501317185 0.24705179212182754
1.6656251283441397 0.5553115570664626 0.2483289263084613
1.6757000164025924 0.5663666768888527 0.24927074109818628
1.6858073465638486 0.5774167051338736 0.24986518595541507
1.6959395107256117 0.588457869257906 0.2501003729355996
1.7060884333474318 0.5994857122135354 0.24996467918925952
1.7162455617180397 0.6104950825437732 0.24944686176100458
1.7264018662757803 0.6214801327539197 0.24853618379941744
1.7365478525700133 0.6324343277603182 0.24722255063758702
1.7466735863371243 0.6433504651587562 0.24549665346852237
1.7567687329262451 0.6542207088773848 0.24335011755974306
1.7668226119320802 0.6650366374606919 0.24077565117800417
1.7768242673709451 0.6757893077624437 0.23776719069404104
1.7867625530810636 0.6864693342102939 0.23432003678480243
1.7966262322667006 0.6970669830639329 0.23043097632686887
